品类,日期,预测销量
category165,2023/8/7,1376.390799568852
category165,2023/8/8,1371.861405629458
category165,2023/8/9,1376.2504965385492
category165,2023/8/10,1417.3491790782316
category165,2023/8/11,1363.6463003663002
category165,2023/8/12,1373.3040722961246
category165,2023/8/13,1368.449786581839
category165,2023/8/14,1376.390799568852
category165,2023/8/15,1372.5140722961246
category165,2023/8/16,1376.2504965385492
category165,2023/8/17,1417.3491790782316
category165,2023/8/18,1363.3143003663001
category165,2023/8/19,1373.3040722961246
category165,2023/8/20,1368.449786581839
category165,2023/8/21,1376.390799568852
category165,2023/8/22,1372.5140722961246
category165,2023/8/23,1376.2504965385492
category165,2023/8/24,1417.3491790782316
category165,2023/8/25,1366.5903003663002
category165,2023/8/26,1373.3040722961246
category165,2023/8/27,1368.449786581839
category165,2023/8/28,1376.390799568852
category165,2023/8/29,1372.5140722961246
category165,2023/8/30,1376.2504965385492
category165,2023/8/31,1417.3491790782316
category165,2023/9/1,1366.5903003663002
category165,2023/9/2,1373.3040722961246
category165,2023/9/3,1368.449786581839
category165,2023/9/4,1376.390799568852
category165,2023/9/5,1372.5140722961246
category165,2023/9/6,1376.2504965385492
category165,2023/9/7,1417.3491790782316
category165,2023/9/8,1366.5903003663002
category165,2023/9/9,1371.091405629458
category165,2023/9/10,1368.449786581839
category165,2023/9/11,1376.390799568852
category165,2023/9/12,1372.5140722961246
category165,2023/9/13,1376.2504965385492
category165,2023/9/14,1417.3491790782316
category165,2023/9/15,1366.5903003663002
category165,2023/9/16,1373.3040722961246
category165,2023/9/17,1368.449786581839
category165,2023/9/18,1376.390799568852
category165,2023/9/19,1372.5140722961246
category165,2023/9/20,1376.2504965385492
category165,2023/9/21,1417.3491790782316
category165,2023/9/22,1366.5903003663002
category165,2023/9/23,1373.3040722961246
category165,2023/9/24,1368.449786581839
category165,2023/9/25,1376.390799568852
category165,2023/9/26,1372.5140722961246
category165,2023/9/27,1376.2504965385492
category165,2023/9/28,1417.3491790782316
category165,2023/9/29,1366.5903003663002
category165,2023/9/30,1373.3040722961246
category166,2023/7/1,3905.7358480299276
category166,2023/7/2,3863.808674947225
category166,2023/7/3,3855.6127756641326
category166,2023/7/4,4186.069921030536
category166,2023/7/5,4313.943908516786
category166,2023/7/6,4231.166265430741
category166,2023/7/7,4162.050197539347
category166,2023/7/8,4180.739207063131
category166,2023/7/9,4160.06218342053
category166,2023/7/10,4151.306551285142
category166,2023/7/11,4400.364491479651
category166,2023/7/12,4286.156083395734
category166,2023/7/13,4178.958838054401
category166,2023/7/14,4141.77341451274
category166,2023/7/15,4196.016796403406
category166,2023/7/16,4169.274915113667
category166,2023/7/17,4152.106175532959
category166,2023/7/18,4360.814188406558
category166,2023/7/19,4283.19937368998
category166,2023/7/20,4175.696466237763
category166,2023/7/21,4142.271514745839
category166,2023/7/22,4198.6890069297215
category166,2023/7/23,4169.274915113667
category166,2023/7/24,4152.106175532959
category166,2023/7/25,4359.434188406558
category166,2023/7/26,4283.19937368998
category166,2023/7/27,4155.71813290443
category166,2023/7/28,4145.997377636762
category166,2023/7/29,4206.302331149362
category166,2023/7/30,4156.738990205242
category166,2023/7/31,4152.996891882656
category166,2023/8/1,4364.380379759065
category166,2023/8/2,4288.130646417253
category166,2023/8/3,4153.389566470863
category166,2023/8/4,4165.632367284797
category166,2023/8/5,4208.1285515917725
category166,2023/8/6,4165.592976952414
category166,2023/8/7,4144.7399094265165
category166,2023/8/8,4437.377419175789
category166,2023/8/9,4270.184862070022
category166,2023/8/10,4173.7982028345
category166,2023/8/11,4150.099060374478
category166,2023/8/12,4203.274562485278
category166,2023/8/13,4145.36310742136
category166,2023/8/14,4160.059955090549
category166,2023/8/15,4363.294179292865
category166,2023/8/16,4275.586049470341
category166,2023/8/17,4147.185799571096
category166,2023/8/18,4333.53573092116
category166,2023/8/19,4281.758057682786
category166,2023/8/20,4175.042410518847
category166,2023/8/21,4129.3131416466595
category166,2023/8/22,4450.418294173342
category166,2023/8/23,4321.5363577132675
category166,2023/8/24,4209.722668131526
category166,2023/8/25,4127.2362065995085
category166,2023/8/26,4184.640206929722
category166,2023/8/27,4195.492705747619
category166,2023/8/28,4154.468314421848
category166,2023/8/29,4371.885988930596
category166,2023/8/30,4288.091456709412
category166,2023/8/31,4191.31527082751
category166,2023/9/1,4142.667708219033
category166,2023/9/2,4194.728463070072
category166,2023/9/3,4181.356106750125
category166,2023/9/4,4148.764819472352
category166,2023/9/5,4360.434188406558
category166,2023/9/6,4275.212490906098
category166,2023/9/7,4186.030109537188
category166,2023/9/8,4138.218263774589
category166,2023/9/9,4305.686703899419
category166,2023/9/10,4203.674682100476
category166,2023/9/11,4136.746900668934
category166,2023/9/12,4354.620855073225
category166,2023/9/13,4301.726080626834
category166,2023/9/14,4192.289117420841
category166,2023/9/15,4143.225459541784
category166,2023/9/16,4197.656863244422
category166,2023/9/17,4181.356106750125
category166,2023/9/18,4152.698152805686
category166,2023/9/19,4359.434188406558
category166,2023/9/20,4270.763046461653
category166,2023/9/21,4188.43027082751
category166,2023/9/22,4138.218263774589
category166,2023/9/23,4192.587340263056
category166,2023/9/24,4172.743896223809
category166,2023/9/25,4154.9911755329595
category166,2023/9/26,4360.434188406558
category166,2023/9/27,4279.983490906097
category166,2023/9/28,4183.357899010873
category166,2023/9/29,4221.195746292072
category166,2023/9/30,4206.817431343226
category167,2023/7/1,0.874320632056116
category167,2023/7/2,0.2694374477975521
category167,2023/7/3,0.7327941359406878
category167,2023/7/4,2.2612607905385196
category167,2023/7/5,1.2571880606149957
category167,2023/7/6,0.8188307180624256
category167,2023/7/7,1.5866286306286304
category167,2023/7/8,1.100237182172666
category167,2023/7/9,0.6383103563103564
category167,2023/7/10,0.38708995882166597
category167,2023/7/11,1.2281628959276016
category167,2023/7/12,1.3965054161524748
category167,2023/7/13,0.6715743078060151
category167,2023/7/14,1.016594338994339
category167,2023/7/15,1.0012853812853815
category167,2023/7/16,0.6383103563103564
category167,2023/7/17,0.38708995882166597
category167,2023/7/18,1.2281628959276016
category167,2023/7/19,1.3965054161524748
category167,2023/7/20,0.6715743078060151
category167,2023/7/21,1.016594338994339
category167,2023/7/22,1.0012853812853815
category167,2023/7/23,0.6383103563103564
category167,2023/7/24,0.38708995882166597
category167,2023/7/25,1.2281628959276016
category167,2023/7/26,1.3965054161524748
category167,2023/7/27,0.6715743078060151
category167,2023/7/28,1.016594338994339
category167,2023/7/29,1.0012853812853815
category167,2023/7/30,0.6383103563103564
category167,2023/7/31,0.38708995882166597
category167,2023/8/1,1.2281628959276016
category167,2023/8/2,1.3965054161524748
category167,2023/8/3,0.6715743078060151
category167,2023/8/4,1.016594338994339
category167,2023/8/5,1.0012853812853815
category167,2023/8/6,0.6383103563103564
category167,2023/8/7,0.38708995882166597
category167,2023/8/8,1.156025641025641
category167,2023/8/9,1.3965054161524748
category167,2023/8/10,0.6715743078060151
category167,2023/8/11,1.016594338994339
category167,2023/8/12,1.0012853812853815
category167,2023/8/13,0.6383103563103564
category167,2023/8/14,0.38708995882166597
category167,2023/8/15,1.2281628959276016
category167,2023/8/16,1.3965054161524748
category167,2023/8/17,0.6715743078060151
category167,2023/8/18,1.1450358974358976
category167,2023/8/19,1.0012853812853815
category167,2023/8/20,0.6383103563103564
category167,2023/8/21,0.38708995882166597
category167,2023/8/22,1.2181628959276016
category167,2023/8/23,1.3965054161524748
category167,2023/8/24,0.6715743078060151
category167,2023/8/25,1.016594338994339
category167,2023/8/26,1.0012853812853815
category167,2023/8/27,0.6383103563103564
category167,2023/8/28,0.38708995882166597
category167,2023/8/29,1.2281628959276016
category167,2023/8/30,1.3965054161524748
category167,2023/8/31,0.6715743078060151
category167,2023/9/1,1.016594338994339
category167,2023/9/2,1.0012853812853815
category167,2023/9/3,0.6383103563103564
category167,2023/9/4,0.38708995882166597
category167,2023/9/5,1.2281628959276016
category167,2023/9/6,1.3965054161524748
category167,2023/9/7,0.6715743078060151
category167,2023/9/8,1.016594338994339
category167,2023/9/9,0.9925710955710956
category167,2023/9/10,0.24522337575648273
category167,2023/9/11,0.3899723895858652
category167,2023/9/12,1.790097761827985
category167,2023/9/13,1.10580344523038
category167,2023/9/14,0.8588307180624255
category167,2023/9/15,1.3142397091558382
category167,2023/9/16,1.100237182172666
category167,2023/9/17,0.6383103563103564
category167,2023/9/18,0.38708995882166597
category167,2023/9/19,1.2281628959276016
category167,2023/9/20,1.3965054161524748
category167,2023/9/21,0.6715743078060151
category167,2023/9/22,1.016594338994339
category167,2023/9/23,1.0012853812853815
category167,2023/9/24,0.6383103563103564
category167,2023/9/25,0.38708995882166597
category167,2023/9/26,1.2281628959276016
category167,2023/9/27,1.3965054161524748
category167,2023/9/28,0.6715743078060151
category167,2023/9/29,1.1358251082251083
category167,2023/9/30,1.0012853812853815
category168,2023/7/1,9.807300945601575
category168,2023/7/2,11.466572615843331
category168,2023/7/3,10.491559050763696
category168,2023/7/4,10.237805599847347
category168,2023/7/5,8.73058126441115
category168,2023/7/6,9.145903668143662
category168,2023/7/7,9.89646181861378
category168,2023/7/8,9.737113059737531
category168,2023/7/9,10.739748490289497
category168,2023/7/10,9.683208255283512
category168,2023/7/11,9.818140810789531
category168,2023/7/12,9.192485363974845
category168,2023/7/13,10.190026529583767
category168,2023/7/14,10.032695685910971
category168,2023/7/15,9.786000680423395
category168,2023/7/16,10.800462824793149
category168,2023/7/17,9.81736256892951
category168,2023/7/18,9.831556850889783
category168,2023/7/19,9.32194869760516
category168,2023/7/20,10.210026529583766
category168,2023/7/21,10.032695685910971
category168,2023/7/22,9.786000680423395
category168,2023/7/23,10.800462824793149
category168,2023/7/24,9.81736256892951
category168,2023/7/25,9.831556850889783
category168,2023/7/26,9.32194869760516
category168,2023/7/27,10.210026529583766
category168,2023/7/28,10.032695685910971
category168,2023/7/29,9.786000680423395
category168,2023/7/30,10.800462824793149
category168,2023/7/31,9.81736256892951
category168,2023/8/1,9.831556850889783
category168,2023/8/2,9.32194869760516
category168,2023/8/3,10.210026529583766
category168,2023/8/4,10.032695685910971
category168,2023/8/5,9.786000680423395
category168,2023/8/6,10.800462824793149
category168,2023/8/7,9.81736256892951
category168,2023/8/8,9.805626230777268
category168,2023/8/9,9.32194869760516
category168,2023/8/10,10.210026529583766
category168,2023/8/11,10.032695685910971
category168,2023/8/12,9.786000680423395
category168,2023/8/13,10.800462824793149
category168,2023/8/14,9.81736256892951
category168,2023/8/15,9.831556850889783
category168,2023/8/16,9.32194869760516
category168,2023/8/17,10.210026529583766
category168,2023/8/18,10.006765065798456
category168,2023/8/19,9.786000680423395
category168,2023/8/20,10.800462824793149
category168,2023/8/21,9.81736256892951
category168,2023/8/22,9.488080206837672
category168,2023/8/23,9.32194869760516
category168,2023/8/24,10.210026529583766
category168,2023/8/25,10.032695685910971
category168,2023/8/26,9.786000680423395
category168,2023/8/27,10.800462824793149
category168,2023/8/28,9.81736256892951
category168,2023/8/29,9.831556850889783
category168,2023/8/30,9.32194869760516
category168,2023/8/31,10.210026529583766
category168,2023/9/1,10.032695685910971
category168,2023/9/2,9.786000680423395
category168,2023/9/3,10.800462824793149
category168,2023/9/4,9.81736256892951
category168,2023/9/5,9.831556850889783
category168,2023/9/6,9.32194869760516
category168,2023/9/7,10.210026529583766
category168,2023/9/8,10.032695685910971
category168,2023/9/9,9.760070060310882
category168,2023/9/10,10.800462824793149
category168,2023/9/11,9.81736256892951
category168,2023/9/12,9.831556850889783
category168,2023/9/13,9.32194869760516
category168,2023/9/14,10.210026529583766
category168,2023/9/15,10.032695685910971
category168,2023/9/16,9.786000680423395
category168,2023/9/17,10.800462824793149
category168,2023/9/18,9.81736256892951
category168,2023/9/19,9.831556850889783
category168,2023/9/20,9.32194869760516
category168,2023/9/21,10.210026529583766
category168,2023/9/22,10.032695685910971
category168,2023/9/23,9.786000680423395
category168,2023/9/24,10.800462824793149
category168,2023/9/25,9.81736256892951
category168,2023/9/26,9.831556850889783
category168,2023/9/27,9.32194869760516
category168,2023/9/28,10.210026529583766
category168,2023/9/29,9.462885708525528
category168,2023/9/30,9.786000680423395
category169,2023/7/1,1308.387297959406
category169,2023/7/2,1310.4066735590327
category169,2023/7/3,1284.4723267869826
category169,2023/7/4,1209.3628399339802
category169,2023/7/5,1312.6604805454654
category169,2023/7/6,1476.2617316898354
category169,2023/7/7,1618.5735413347325
category169,2023/7/8,1600.2502050122876
category169,2023/7/9,1587.2369588417912
category169,2023/7/10,1623.5526457458454
category169,2023/7/11,1665.8668512425593
category169,2023/7/12,1559.3783097501425
category169,2023/7/13,1564.7293581316083
category169,2023/7/14,1577.2137094341074
category169,2023/7/15,1533.5719121847446
category169,2023/7/16,1535.1509677403003
category169,2023/7/17,1532.8688423194246
category169,2023/7/18,1573.2956255570252
category169,2023/7/19,1534.3274769995596
category169,2023/7/20,1590.7531041633542
category169,2023/7/21,1586.1019553102356
category169,2023/7/22,1544.6895656238983
category169,2023/7/23,1531.7303197477702
category169,2023/7/24,1524.9588423194248
category169,2023/7/25,1606.6567460052042
category169,2023/7/26,1551.8466052046879
category169,2023/7/27,1566.7395486077987
category169,2023/7/28,1560.1005665769644
category169,2023/7/29,1528.9126026609351
category169,2023/7/30,1536.308884406967
category169,2023/7/31,1538.2788423194247
category169,2023/8/1,1577.236174576633
category169,2023/8/2,1535.56366747575
category169,2023/8/3,1590.7531041633542
category169,2023/8/4,1588.6486219769022
category169,2023/8/5,1544.6895656238983
category169,2023/8/6,1531.7303197477702
category169,2023/8/7,1524.9588423194248
category169,2023/8/8,1656.637633070089
category169,2023/8/9,1539.9313779319607
category169,2023/8/10,1588.2064374966876
category169,2023/8/11,1579.2657200161175
category169,2023/8/12,1553.3083989572315
category169,2023/8/13,1516.2307455180783
category169,2023/8/14,1546.5522708908536
category169,2023/8/15,1550.5925461919458
category169,2023/8/16,1521.0074769995597
category169,2023/8/17,1610.811116068116
category169,2023/8/18,1651.626342203548
category169,2023/8/19,1533.5927998896327
category169,2023/8/20,1546.4133991128494
category169,2023/8/21,1512.332860993561
category169,2023/8/22,1917.7242656059734
category169,2023/8/23,1585.5444961248788
category169,2023/8/24,1568.4563187655162
category169,2023/8/25,1536.4811747612641
category169,2023/8/26,1591.4574915498242
category169,2023/8/27,1554.4332918143743
category169,2023/8/28,1470.7390962876789
category169,2023/8/29,1667.0934220938218
category169,2023/8/30,1537.782568408151
category169,2023/8/31,1584.9322470204975
category169,2023/9/1,1577.4651139555117
category169,2023/9/2,1567.633824883157
category169,2023/9/3,1524.4547455180782
category169,2023/9/4,1551.3322708908536
category169,2023/9/5,1550.5925461919458
category169,2023/9/6,1522.5541436662263
category169,2023/9/7,1610.811116068116
category169,2023/9/8,1590.0737501820304
category169,2023/9/9,1602.1154690489245
category169,2023/9/10,1542.6663303297805
category169,2023/9/11,1511.0675276602278
category169,2023/9/12,1591.766555529014
category169,2023/9/13,1549.4214769995597
category169,2023/9/14,1559.2993581316082
category169,2023/9/15,1562.5005665769643
category169,2023/9/16,1524.9771859942684
category169,2023/9/17,1571.6950629783958
category169,2023/9/18,1513.9486200972026
category169,2023/9/19,1593.0983531480615
category169,2023/9/20,1544.6910008090833
category169,2023/9/21,1572.1495486077986
category169,2023/9/22,1563.8110427674408
category169,2023/9/23,1528.9126026609351
category169,2023/9/24,1541.3549677403003
category169,2023/9/25,1516.8119534305358
category169,2023/9/26,1590.4734126718713
category169,2023/9/27,1549.1110008090834
category169,2023/9/28,1566.7395486077987
category169,2023/9/29,1875.291336177734
category169,2023/9/30,1586.3265847492175
category17,2023/7/1,619.0896637610758
category17,2023/7/2,623.4134803888923
category17,2023/7/3,619.5513711092831
category17,2023/7/4,617.0469187283308
category17,2023/7/5,661.8831422057478
category17,2023/7/6,624.3790108817914
category17,2023/7/7,620.6688234902356
category17,2023/7/8,625.4910356114476
category17,2023/7/9,618.8675219029338
category17,2023/7/10,618.6478472997593
category17,2023/7/11,620.2588619517741
category17,2023/7/12,654.1734608870664
category17,2023/7/13,621.2025365228169
category17,2023/7/14,619.7788234902355
category17,2023/7/15,625.4910356114476
category17,2023/7/16,618.675521902934
category17,2023/7/17,619.5541806330926
category17,2023/7/18,621.1471952851073
category17,2023/7/19,654.1734608870664
category17,2023/7/20,620.1058698561503
category17,2023/7/21,618.9944901569022
category17,2023/7/22,625.6977022781142
category17,2023/7/23,619.4598552362672
category17,2023/7/24,619.9141806330927
category17,2023/7/25,621.1471952851073
category17,2023/7/26,653.8134608870664
category17,2023/7/27,620.1058698561503
category17,2023/7/28,618.9944901569022
category17,2023/7/29,625.6977022781142
category17,2023/7/30,619.4598552362672
category17,2023/7/31,619.9141806330927
category17,2023/8/1,621.1471952851073
category17,2023/8/2,653.8134608870664
category17,2023/8/3,620.1058698561503
category17,2023/8/4,618.9944901569022
category17,2023/8/5,625.6977022781142
category17,2023/8/6,619.4598552362672
category17,2023/8/7,619.9141806330927
category17,2023/8/8,623.3462861941982
category17,2023/8/9,657.2267942203997
category17,2023/8/10,620.1058698561503
category17,2023/8/11,618.9944901569022
category17,2023/8/12,625.6977022781142
category17,2023/8/13,619.4598552362672
category17,2023/8/14,619.9141806330927
category17,2023/8/15,621.6771952851072
category17,2023/8/16,653.8134608870664
category17,2023/8/17,620.1058698561503
category17,2023/8/18,621.1935810659932
category17,2023/8/19,625.6977022781142
category17,2023/8/20,619.2531885696005
category17,2023/8/21,618.7698472997592
category17,2023/8/22,621.1471952851073
category17,2023/8/23,653.8134608870664
category17,2023/8/24,620.4658698561503
category17,2023/8/25,618.9944901569022
category17,2023/8/26,625.6977022781142
category17,2023/8/27,619.4598552362672
category17,2023/8/28,619.9141806330927
category17,2023/8/29,621.1471952851073
category17,2023/8/30,653.8134608870664
category17,2023/8/31,620.1058698561503
category17,2023/9/1,618.9944901569022
category17,2023/9/2,625.6977022781142
category17,2023/9/3,619.4598552362672
category17,2023/9/4,619.9141806330927
category17,2023/9/5,621.1471952851073
category17,2023/9/6,653.8134608870664
category17,2023/9/7,620.1058698561503
category17,2023/9/8,618.9944901569022
category17,2023/9/9,627.8967931872052
category17,2023/9/10,619.4598552362672
category17,2023/9/11,619.9141806330927
category17,2023/9/12,621.1471952851073
category17,2023/9/13,654.0201275537331
category17,2023/9/14,624.3108698561504
category17,2023/9/15,618.9944901569022
category17,2023/9/16,625.4910356114476
category17,2023/9/17,618.3375219029339
category17,2023/9/18,619.9141806330927
category17,2023/9/19,621.1471952851073
category17,2023/9/20,654.1734608870664
category17,2023/9/21,620.6358698561503
category17,2023/9/22,618.9944901569022
category17,2023/9/23,625.6977022781142
category17,2023/9/24,619.4598552362672
category17,2023/9/25,619.9141806330927
category17,2023/9/26,621.1471952851073
category17,2023/9/27,653.8134608870664
category17,2023/9/28,620.1058698561503
category17,2023/9/29,618.9944901569022
category17,2023/9/30,625.6977022781142
category170,2023/7/1,0.33111904761904754
category170,2023/7/2,0.3502435064935065
category170,2023/7/3,0.31799143692564746
category170,2023/7/4,0.7883082554700204
category170,2023/7/5,0.7511839236614779
category170,2023/7/6,0.9028193671653426
category170,2023/7/7,1.515118924934715
category170,2023/7/8,0.8507774806892453
category170,2023/7/9,0.480472804972805
category170,2023/7/10,0.42612359862359867
category170,2023/7/11,0.5213572377914482
category170,2023/7/12,0.9349096619754514
category170,2023/7/13,0.20140600275197798
category170,2023/7/14,1.4963306576464472
category170,2023/7/15,0.8507774806892453
category170,2023/7/16,0.480472804972805
category170,2023/7/17,0.42612359862359867
category170,2023/7/18,0.5213572377914482
category170,2023/7/19,0.9349096619754514
category170,2023/7/20,0.20140600275197798
category170,2023/7/21,1.4963306576464472
category170,2023/7/22,0.8507774806892453
category170,2023/7/23,0.480472804972805
category170,2023/7/24,0.42612359862359867
category170,2023/7/25,0.5213572377914482
category170,2023/7/26,0.9349096619754514
category170,2023/7/27,0.20140600275197798
category170,2023/7/28,1.4963306576464472
category170,2023/7/29,0.8507774806892453
category170,2023/7/30,0.480472804972805
category170,2023/7/31,0.42612359862359867
category170,2023/8/1,0.5213572377914482
category170,2023/8/2,0.9349096619754514
category170,2023/8/3,0.20140600275197798
category170,2023/8/4,1.4963306576464472
category170,2023/8/5,0.8507774806892453
category170,2023/8/6,0.480472804972805
category170,2023/8/7,0.42612359862359867
category170,2023/8/8,0.2991938178780284
category170,2023/8/9,0.9349096619754514
category170,2023/8/10,0.20140600275197798
category170,2023/8/11,1.4963306576464472
category170,2023/8/12,0.8507774806892453
category170,2023/8/13,0.480472804972805
category170,2023/8/14,0.42612359862359867
category170,2023/8/15,0.5213572377914482
category170,2023/8/16,0.9349096619754514
category170,2023/8/17,0.20140600275197798
category170,2023/8/18,1.063940836940837
category170,2023/8/19,0.8507774806892453
category170,2023/8/20,0.480472804972805
category170,2023/8/21,0.42612359862359867
category170,2023/8/22,0.6206429520771625
category170,2023/8/23,0.9349096619754514
category170,2023/8/24,0.20140600275197798
category170,2023/8/25,1.4963306576464472
category170,2023/8/26,0.8507774806892453
category170,2023/8/27,0.480472804972805
category170,2023/8/28,0.42612359862359867
category170,2023/8/29,0.5213572377914482
category170,2023/8/30,0.9349096619754514
category170,2023/8/31,0.20140600275197798
category170,2023/9/1,1.4963306576464472
category170,2023/9/2,0.8507774806892453
category170,2023/9/3,0.480472804972805
category170,2023/9/4,0.42612359862359867
category170,2023/9/5,0.5213572377914482
category170,2023/9/6,0.9349096619754514
category170,2023/9/7,0.20140600275197798
category170,2023/9/8,1.4963306576464472
category170,2023/9/9,0.4173746174705926
category170,2023/9/10,0.480472804972805
category170,2023/9/11,0.42612359862359867
category170,2023/9/12,0.5213572377914482
category170,2023/9/13,0.9349096619754514
category170,2023/9/14,0.20140600275197798
category170,2023/9/15,1.4963306576464472
category170,2023/9/16,0.8507774806892453
category170,2023/9/17,0.480472804972805
category170,2023/9/18,0.42612359862359867
category170,2023/9/19,0.5213572377914482
category170,2023/9/20,0.9349096619754514
category170,2023/9/21,0.20140600275197798
category170,2023/9/22,1.4963306576464472
category170,2023/9/23,0.8507774806892453
category170,2023/9/24,0.480472804972805
category170,2023/9/25,0.42612359862359867
category170,2023/9/26,0.5213572377914482
category170,2023/9/27,0.9349096619754514
category170,2023/9/28,0.20140600275197798
category170,2023/9/29,1.5409368847526743
category170,2023/9/30,0.8507774806892453
category171,2023/7/1,322.5710581815438
category171,2023/7/2,315.61593468997444
category171,2023/7/3,367.95076033094773
category171,2023/7/4,380.998970683049
category171,2023/7/5,471.99524290411387
category171,2023/7/6,482.70841944977116
category171,2023/7/7,472.76443155375057
category171,2023/7/8,475.8275391571244
category171,2023/7/9,459.8062772291161
category171,2023/7/10,467.64692340220694
category171,2023/7/11,471.19999266913374
category171,2023/7/12,469.4890647138078
category171,2023/7/13,473.7201527610442
category171,2023/7/14,468.7238355990298
category171,2023/7/15,469.36850146773526
category171,2023/7/16,460.35022361980236
category171,2023/7/17,475.71540301118847
category171,2023/7/18,468.8900648154085
category171,2023/7/19,470.0937417051171
category171,2023/7/20,476.18708616260983
category171,2023/7/21,467.4445022656965
category171,2023/7/22,466.9015680661695
category171,2023/7/23,464.7404903547015
category171,2023/7/24,479.86900003770444
category171,2023/7/25,468.8408981487418
category171,2023/7/26,474.6967255107851
category171,2023/7/27,472.4598752375699
category171,2023/7/28,469.849783366175
category171,2023/7/29,466.687996637598
category171,2023/7/30,465.3234134316246
category171,2023/7/31,480.43875241865686
category171,2023/8/1,468.8408981487418
category171,2023/8/2,472.99140752272035
category171,2023/8/3,474.86515633804845
category171,2023/8/4,467.4445022656965
category171,2023/8/5,467.33926647886784
category171,2023/8/6,464.67941343162454
category171,2023/8/7,479.86900003770444
category171,2023/8/8,474.16750440907776
category171,2023/8/9,468.4689531822364
category171,2023/8/10,474.86515633804845
category171,2023/8/11,467.4445022656965
category171,2023/8/12,466.39028601488747
category171,2023/8/13,462.8564800300587
category171,2023/8/14,491.5785316982909
category171,2023/8/15,470.76317592651964
category171,2023/8/16,473.7645949746546
category171,2023/8/17,473.3429378942117
category171,2023/8/18,471.9037065652481
category171,2023/8/19,466.0297357680328
category171,2023/8/20,462.98814669672544
category171,2023/8/21,489.1115982967251
category171,2023/8/22,440.79945830910447
category171,2023/8/23,453.81538649336244
category171,2023/8/24,467.76906470158457
category171,2023/8/25,469.49105749459073
category171,2023/8/26,468.13604737651235
category171,2023/8/27,464.999237993028
category171,2023/8/28,480.1598439731808
category171,2023/8/29,471.6054880604641
category171,2023/8/30,472.615581269062
category171,2023/8/31,474.86515633804845
category171,2023/9/1,467.4445022656965
category171,2023/9/2,466.39028601488747
category171,2023/9/3,462.8564800300587
category171,2023/9/4,489.1115982967251
category171,2023/9/5,470.76317592651964
category171,2023/9/6,473.7645949746546
category171,2023/9/7,472.3849378942116
category171,2023/9/8,469.849783366175
category171,2023/9/9,473.3317907463175
category171,2023/9/10,460.48386559624697
category171,2023/9/11,473.07069183184495
category171,2023/9/12,468.8900648154085
category171,2023/9/13,470.0937417051171
category171,2023/9/14,473.7201527610442
category171,2023/9/15,467.4445022656965
category171,2023/9/16,466.9015680661695
category171,2023/9/17,463.46115702136814
category171,2023/9/18,479.86900003770444
category171,2023/9/19,468.8408981487418
category171,2023/9/20,473.41739217745175
category171,2023/9/21,472.4598752375699
category171,2023/9/22,469.849783366175
category171,2023/9/23,466.687996637598
category171,2023/9/24,465.3234134316246
category171,2023/9/25,480.43875241865686
category171,2023/9/26,468.8408981487418
category171,2023/9/27,472.99140752272035
category171,2023/9/28,474.86515633804845
category171,2023/9/29,435.6152915549779
category171,2023/9/30,441.31146545018566
category172,2023/7/1,89.60333333333334
category172,2023/7/2,92.09113553113552
category172,2023/7/3,114.37501813186813
category172,2023/7/4,116.25061936396935
category172,2023/7/5,108.87768460503459
category172,2023/7/6,104.75754014267746
category172,2023/7/7,104.49600368919533
category172,2023/7/8,106.32750983039718
category172,2023/7/9,102.29966919776086
category172,2023/7/10,102.74011714954861
category172,2023/7/11,106.47979490703068
category172,2023/7/12,105.535996205732
category172,2023/7/13,105.4408087449902
category172,2023/7/14,106.94766031009175
category172,2023/7/15,108.20070988959722
category172,2023/7/16,105.53769815187961
category172,2023/7/17,102.33795747588894
category172,2023/7/18,103.22156966080543
category172,2023/7/19,104.98688997862577
category172,2023/7/20,102.41019719993297
category172,2023/7/21,106.40979018022162
category172,2023/7/22,110.70172370836104
category172,2023/7/23,108.96982889096626
category172,2023/7/24,105.5136732971048
category172,2023/7/25,103.75304585128164
category172,2023/7/26,103.87265607439187
category172,2023/7/27,102.48670513644092
category172,2023/7/28,104.3309003301361
category172,2023/7/29,109.8339300575674
category172,2023/7/30,107.92938109856259
category172,2023/7/31,105.2079590113905
category172,2023/8/1,104.62162521636101
category172,2023/8/2,103.77880992054571
category172,2023/8/3,102.48670513644092
category172,2023/8/4,104.69918604442182
category172,2023/8/5,110.02601339090072
category172,2023/8/6,108.92274555763294
category172,2023/8/7,105.29938758281907
category172,2023/8/8,101.54978113639274
category172,2023/8/9,103.92633156556737
category172,2023/8/10,103.56255808829388
category172,2023/8/11,104.23766439940016
category172,2023/8/12,108.45050101513836
category172,2023/8/13,106.30570517263665
category172,2023/8/14,102.782927533609
category172,2023/8/15,104.4673156925515
category172,2023/8/16,105.20432953906533
category172,2023/8/17,103.23543529517109
category172,2023/8/18,103.93397856778583
category172,2023/8/19,108.7275511594385
category172,2023/8/20,105.44956628374776
category172,2023/8/21,103.14266779334926
category172,2023/8/22,105.8855895020753
category172,2023/8/23,103.88347658721237
category172,2023/8/24,102.54314958088534
category172,2023/8/25,105.81145388768968
category172,2023/8/26,109.73701339090071
category172,2023/8/27,108.04938109856259
category172,2023/8/28,105.4586732971048
category172,2023/8/29,103.39054585128164
category172,2023/8/30,103.77880992054571
category172,2023/8/31,102.48670513644092
category172,2023/9/1,104.2249003301361
